code,name,specialty,schemes,cap_inr,length_of_stay_days,notes,source
MO014E,Capecitabine + Oxaliplatin Capecitabine D1-D14 1000mg/m2 Oxaliplatin 130 mg/m...,Oncology,PMJAY,13800,3,Capecitabine + Oxaliplatin Capecitabine D1-D14 1000mg/m2 Oxaliplatin 130 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO014F,Capecitabine along with RT Capecitabine 825 mg/m2 twice daily,Oncology,PMJAY,8000,3,Capecitabine along with RT Capecitabine 825 mg/m2 twice daily,pmjay_hbp_2022
MO014G,Capecitabine Capecitabine 1000mg/m2 D1-D14 every 21 days,Oncology,PMJAY,8100,3,Capecitabine Capecitabine 1000mg/m2 D1-D14 every 21 days,pmjay_hbp_2022
MO014H,5FU + Leucovorin + Oxaliplatin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 4...,Oncology,PMJAY,20700,3,5FU + Leucovorin + Oxaliplatin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 Irinotecan 180mg/m2 every 14 days,pmjay_hbp_2022
MO015A,Carboplatin + Paclitaxel Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every ...,Oncology,PMJAY,16400,3,Carboplatin + Paclitaxel Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO015B,Cisplatin + 5 FU 5 FU 1000mg/m2 D1-D4 Cisplatin 75mg/m2 D1 every 4 weeks,Oncology,PMJAY,10700,3,Cisplatin + 5 FU 5 FU 1000mg/m2 D1-D4 Cisplatin 75mg/m2 D1 every 4 weeks,pmjay_hbp_2022
MO015C,Cisplatin + 5 FU Cisplatin 75mg/m2 D1 D29 5FU 1000mg/m2 D1-D4 D29 D32 every 3...,Oncology,PMJAY,15600,3,Cisplatin + 5 FU Cisplatin 75mg/m2 D1 D29 5FU 1000mg/m2 D1-D4 D29 D32 every 35 days,pmjay_hbp_2022
MO015D,Paclitaxel + Carboplatin Paclitaxel 50mg/m2 D1 Carboplatin AUC 2 D1 every week,Oncology,PMJAY,29900,3,Paclitaxel + Carboplatin Paclitaxel 50mg/m2 D1 Carboplatin AUC 2 D1 every week,pmjay_hbp_2022
MO015E,Paclitaxel + Carboplatin Paclitaxel 50mg/m2 D1 Carboplatin AUC 2 D1 every week,Oncology,PMJAY,29900,3,Paclitaxel + Carboplatin Paclitaxel 50mg/m2 D1 Carboplatin AUC 2 D1 every week,pmjay_hbp_2022
MO016A,Cisplatin + Docetaxel Docetaxel 40mg/m2 D1 Cisplatin 40 mg/m2 D1 Leucovorin 4...,Oncology,PMJAY,15300,3,Cisplatin + Docetaxel Docetaxel 40mg/m2 D1 Cisplatin 40 mg/m2 D1 Leucovorin 400mg/m2 D1 5FU 1000mg/m2 D1 D2 every 14 days,pmjay_hbp_2022
MO016B,Irinotecan Irinotecan 60- 90 mg/m2 D1 D8 every 21 days,Oncology,PMJAY,12100,3,Irinotecan Irinotecan 60- 90 mg/m2 D1 D8 every 21 days,pmjay_hbp_2022
MO016C,5 5 FU FU 250 mg/m2 D1-D5 over 24 hrs every week,Oncology,PMJAY,10400,3,5 5 FU FU 250 mg/m2 D1-D5 over 24 hrs every week,pmjay_hbp_2022
MO016D,Capecitabine Capecitabine 825 mg/m2 twice daily,Oncology,PMJAY,8000,3,Capecitabine Capecitabine 825 mg/m2 twice daily,pmjay_hbp_2022
MO016E,Capecitabine + Oxaliplatin Capecitabine D1-D14 1000mg/m2 Oxaliplatin 130 mg/m...,Oncology,PMJAY,13800,3,Capecitabine + Oxaliplatin Capecitabine D1-D14 1000mg/m2 Oxaliplatin 130 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO016F,Docetaxel + Cisplatin + 5 FU Docetaxel Cisplatin 40 40mg/m2 mg/m2 D1 D1 Leuco...,Oncology,PMJAY,16000,3,Docetaxel + Cisplatin + 5 FU Docetaxel Cisplatin 40 40mg/m2 mg/m2 D1 D1 Leucovorin 400mg/m2 D1 5FU 1000mg/m2 D1 D2 every 14 days,pmjay_hbp_2022
MO016G,Docetaxel + Cisplatin + Capecitabine Docetaxel 40mg/m2 D1 Cisplatin 40 mg/m2 ...,Oncology,PMJAY,16000,3,Docetaxel + Cisplatin + Capecitabine Docetaxel 40mg/m2 D1 Cisplatin 40 mg/m2 D1 Capecitabine 825mg/m2 twice daily every 14 days,pmjay_hbp_2022
MO016H,Docetaxel + Oxaliplatin + 5 FU Docetaxel Oxaliplatin 50mg/m2 85 mg/m2 D1 D1 L...,Oncology,PMJAY,20400,3,Docetaxel + Oxaliplatin + 5 FU Docetaxel Oxaliplatin 50mg/m2 85 mg/m2 D1 D1 Leucovorin 400mg/m2 D1 5FU 1200mg/m2 D1 D2 every 14 days,pmjay_hbp_2022
MO016I,Docetaxel + Oxaliplatin + Capecitabine Docetaxel 50mg/m2 D1 Oxaliplatin 85 mg...,Oncology,PMJAY,20400,3,Docetaxel + Oxaliplatin + Capecitabine Docetaxel 50mg/m2 D1 Oxaliplatin 85 mg/m2 D1 Capecitabine 825 mg/m2 Twice daily every 14 days,pmjay_hbp_2022
MO016J,5FU + Leucovorin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Iri...,Oncology,PMJAY,10600,3,5FU + Leucovorin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Irinotecan 180mg/m2 85 mg/m2 D1 every 14 days,pmjay_hbp_2022
MO016K,5FU + Leucovorin + Oxaliplatin 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Ox...,Oncology,PMJAY,15100,3,5FU + Leucovorin + Oxaliplatin 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 every 14 days,pmjay_hbp_2022
MO016L,Paclitaxel Paclitaxel 80mg/m2 every week,Oncology,PMJAY,6600,3,Paclitaxel Paclitaxel 80mg/m2 every week,pmjay_hbp_2022
MO017A,Doxorubicin Doxorubicin (TACE) 30-75 mg/m2 one course,Oncology,PMJAY,24800,3,Doxorubicin Doxorubicin (TACE) 30-75 mg/m2 one course,pmjay_hbp_2022
MO017B,Sorafenib Sorafenib 400mg PO twice daily,Oncology,PMJAY,9900,3,Sorafenib Sorafenib 400mg PO twice daily,pmjay_hbp_2022
MO017C,Lenvatinib 12 mg daily,Oncology,PMJAY,18700,3,Lenvatinib 12 mg daily,pmjay_hbp_2022
MO018A,Gemcitabine + Nanopaclitaxel Gemcitabine D1 D8 D16 1000mg/m2 Albumin bound Pa...,Oncology,PMJAY,31300,3,Gemcitabine + Nanopaclitaxel Gemcitabine D1 D8 D16 1000mg/m2 Albumin bound Paclitaxel 125mg/m2 D1 D8 D15 every 28 days,pmjay_hbp_2022
MO018B,Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days,Oncology,PMJAY,9900,3,Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days,pmjay_hbp_2022
MO018C,Gemcitabine Gemcitabine 300mg/m2 weekly,Oncology,PMJAY,4400,3,Gemcitabine Gemcitabine 300mg/m2 weekly,pmjay_hbp_2022
MO018D,5FU + Leucovorin + Oxaliplatin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 4...,Oncology,PMJAY,20800,3,5FU + Leucovorin + Oxaliplatin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 Irinotecan 180mg/m2 every 14 days,pmjay_hbp_2022
MO018E,Capecitabine Capecitabine 825 mg/m2 twice daily,Oncology,PMJAY,8000,3,Capecitabine Capecitabine 825 mg/m2 twice daily,pmjay_hbp_2022
MO018F,Capecitabine + Gemcitabine Gemcitabine D1 D8 D15 1000mg/m2 Capecitabine 830mg...,Oncology,PMJAY,37600,3,Capecitabine + Gemcitabine Gemcitabine D1 D8 D15 1000mg/m2 Capecitabine 830mg/m2 twice daily D1-D21 every 28 days,pmjay_hbp_2022
MO019A,Capecitabine Capecitabine 1000 - 1250 mg/m2 twice daily D1 - D14 every 21 days,Oncology,PMJAY,8100,3,Capecitabine Capecitabine 1000 - 1250 mg/m2 twice daily D1 - D14 every 21 days,pmjay_hbp_2022
MO019B,Cisplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 D8 Cisplatin 25 mg/m2 D1 D8...,Oncology,PMJAY,13400,3,Cisplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 D8 Cisplatin 25 mg/m2 D1 D8 every 21 days,pmjay_hbp_2022
MO019C,5FU + Leucovorin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Iri...,Oncology,PMJAY,10600,3,5FU + Leucovorin + Irinotecan 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Irinotecan 180mg/m2 85 mg/m2 D1 every 14 days,pmjay_hbp_2022
MO019D,Gemcitabine Gemcitabine 300 mg/m2 D 1every week (till RT ends) - per week,Oncology,PMJAY,4400,3,Gemcitabine Gemcitabine 300 mg/m2 D 1every week (till RT ends) - per week,pmjay_hbp_2022
MO019E,Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days,Oncology,PMJAY,9900,3,Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days,pmjay_hbp_2022
MO019F,Oxaliplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 Oxaliplatin 100 mg/m2 D1 ...,Oncology,PMJAY,19200,3,Oxaliplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 Oxaliplatin 100 mg/m2 D1 every 14 days,pmjay_hbp_2022
MO019G,Capecitabine + Irinotecan Capecitabine 1000mg/m2 D1-D14 Irinotecan 200 mg/m2 ...,Oncology,PMJAY,13800,3,Capecitabine + Irinotecan Capecitabine 1000mg/m2 D1-D14 Irinotecan 200 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO019H,5FU + Leucovorin + Oxaliplatin 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Ox...,Oncology,PMJAY,15100,3,5FU + Leucovorin + Oxaliplatin 5 FU 1200mg/m2 D1 D2 Leucovorin 400mg/m2 D1 Oxaliplatin 85 mg/m2 D1 every 14 days,pmjay_hbp_2022
MO020A,Imatinib Imatinib 400 mg once daily,Oncology,PMJAY,16500,3,Imatinib Imatinib 400 mg once daily,pmjay_hbp_2022
MO020B,Sunitinib Sunitinb 37,Oncology,PMJAY,11000,3,Sunitinib Sunitinb 37.5 mg once daily,pmjay_hbp_2022
MO021A,Temozolamide Temozolomide mg/m2 D1-D5 every 150 - 28 200 days,Oncology,PMJAY,5500,3,Temozolamide Temozolomide mg/m2 D1-D5 every 150 - 28 200 days,pmjay_hbp_2022
MO021B,Temozolamide Temozolomide 75mg/m2 once daily,Oncology,PMJAY,33000,3,Temozolamide Temozolomide 75mg/m2 once daily,pmjay_hbp_2022
MO022A,Gemcitabine + Cisplatin Gemcitabine 1000 mg/m2 D1 D8 Cisplatin 75 mg/m2 D1 ev...,Oncology,PMJAY,13400,3,Gemcitabine + Cisplatin Gemcitabine 1000 mg/m2 D1 D8 Cisplatin 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO022B,Pemetrexed + Cisplatin Pemetrexed 500mg/m2 D1 Cisplatin 75 mg/m2 D1 every 21 ...,Oncology,PMJAY,10400,3,Pemetrexed + Cisplatin Pemetrexed 500mg/m2 D1 Cisplatin 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO022C,Pemetrexed + Carboplatin Pemetrexed 500mg/m2 D1 Carboplatin AUC 5-6 D1 every ...,Oncology,PMJAY,11200,3,Pemetrexed + Carboplatin Pemetrexed 500mg/m2 D1 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO023A,Cisplatin + Etoposide Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1 ev...,Oncology,PMJAY,7800,3,Cisplatin + Etoposide Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO023B,Cisplatin + Adriamycin + Cyclophosphamide Cisplatin 50 mg/m2 D1 Doxorubicin 5...,Oncology,PMJAY,6500,3,Cisplatin + Adriamycin + Cyclophosphamide Cisplatin 50 mg/m2 D1 Doxorubicin 50 mg/m2 D1 Cyclophosphamide 500 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO024A,Cisplatin + Docetaxel Docetaxel 75 mg/m2 D1 Cisplatin 75 mg/m2 D1 every 21 days,Oncology,PMJAY,13700,3,Cisplatin + Docetaxel Docetaxel 75 mg/m2 D1 Cisplatin 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO024B,Cisplatin Cisplatin 100mg/m2 every 21 days,Oncology,PMJAY,10800,3,Cisplatin Cisplatin 100mg/m2 every 21 days,pmjay_hbp_2022
MO024C,Carboplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 D8 Carboplatin AUC 5-6 D1...,Oncology,PMJAY,15300,3,Carboplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 D8 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO024D,Docetaxel + Cisplatin + 5 FU Docetaxel 75 mg/m2 D1 Cisplatin 75 mg/m2 D1 5 FU...,Oncology,PMJAY,16000,3,Docetaxel + Cisplatin + 5 FU Docetaxel 75 mg/m2 D1 Cisplatin 75 mg/m2 D1 5 FU 750 mg/m2 D1- D5 every 21 days,pmjay_hbp_2022
MO024E,Docetaxel Docetaxel 20mg/m2 every week,Oncology,PMJAY,3600,3,Docetaxel Docetaxel 20mg/m2 every week,pmjay_hbp_2022
MO024F,Docetaxel Docetaxel 75 mg/m2 D1 every 21 days,Oncology,PMJAY,9400,3,Docetaxel Docetaxel 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO024G,Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 eve...,Oncology,PMJAY,8500,3,Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO024H,Etoposide + Cisplatin Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1 ev...,Oncology,PMJAY,10200,3,Etoposide + Cisplatin Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO024I,Gemcitabine Gemcitabine 1000 mg/m2 D1 D8 every 21 days,Oncology,PMJAY,9900,3,Gemcitabine Gemcitabine 1000 mg/m2 D1 D8 every 21 days,pmjay_hbp_2022
MO024J,Gemcitabine + Cisplatin Gemcitabine D1 D8 1000 mg/m2 Cisplatin 75 mg/m2 D1 ev...,Oncology,PMJAY,13400,3,Gemcitabine + Cisplatin Gemcitabine D1 D8 1000 mg/m2 Cisplatin 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO024K,Paclitaxel + Carboplatin Paclitaxel 80mg/m2 D1 Carboplatin AUC 2 D1 every week,Oncology,PMJAY,8500,3,Paclitaxel + Carboplatin Paclitaxel 80mg/m2 D1 Carboplatin AUC 2 D1 every week,pmjay_hbp_2022
MO024L,Paclitaxel Paclitaxel + 175mg/m2 Carboplatin every 21 days,Oncology,PMJAY,16000,3,Paclitaxel Paclitaxel + 175mg/m2 Carboplatin every 21 days,pmjay_hbp_2022
MO024M,Paclitaxel Paclitaxel 80mg/m2 every week,Oncology,PMJAY,6600,3,Paclitaxel Paclitaxel 80mg/m2 every week,pmjay_hbp_2022
MO024N,Paclitaxel Paclitaxel 175mg/m2 every 21 days,Oncology,PMJAY,13000,3,Paclitaxel Paclitaxel 175mg/m2 every 21 days,pmjay_hbp_2022
MO024O,Carboplatin Carboplatin AUC 2 every week,Oncology,PMJAY,3000,3,Carboplatin Carboplatin AUC 2 every week,pmjay_hbp_2022
MO024P,Cisplatin Cisplatin 40mg/m2 every week,Oncology,PMJAY,2600,3,Cisplatin Cisplatin 40mg/m2 every week,pmjay_hbp_2022
MO025A,Sunitinib 50 mg once daily 4 weeks on 2 weeks off,Oncology,PMJAY,11000,3,Sunitinib 50 mg once daily 4 weeks on 2 weeks off,pmjay_hbp_2022
MO025B,Cabozantinib 60 mg od x 1 month every 4 weeks,Oncology,PMJAY,14300,3,Cabozantinib 60 mg od x 1 month every 4 weeks,pmjay_hbp_2022
MO026A,Cisplatin + Methotrexate + Vinblastin Methotrexate 30mg/m2 D1 D8 Vinblastine ...,Oncology,PMJAY,7500,3,Cisplatin + Methotrexate + Vinblastin Methotrexate 30mg/m2 D1 D8 Vinblastine 4 mg/m2 D1 D8 Doxorubicin 30 mg/m2 D2 Cisplatin 100 mg/m2 D2 Leucovorin 15 mg PO D2 D9 every 21 days,pmjay_hbp_2022
MO026B,Carboplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 D8 Carboplatin AUC 5-6 D1...,Oncology,PMJAY,15300,3,Carboplatin + Gemcitabine Gemcitabine 1000 mg/m2 D1 D8 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO026C,Cisplatin + Gemcitabine Gemcitabine D1 D8 1000 mg/m2 Cisplatin 75 mg/m2 D1 ev...,Oncology,PMJAY,13400,3,Cisplatin + Gemcitabine Gemcitabine D1 D8 1000 mg/m2 Cisplatin 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO026D,Cisplatin + 5 FU 5 FU 1000mg/m2 D1-D4 Cisplatin 75mg/m2 D1 every 4 weeks,Oncology,PMJAY,9000,3,Cisplatin + 5 FU 5 FU 1000mg/m2 D1-D4 Cisplatin 75mg/m2 D1 every 4 weeks,pmjay_hbp_2022
MO026E,Cisplatin + Paclitaxel Paclitaxel 175 mg /m2 D1 Cisplatin 75 mg /m2 D1 every ...,Oncology,PMJAY,14700,3,Cisplatin + Paclitaxel Paclitaxel 175 mg /m2 D1 Cisplatin 75 mg /m2 D1 every 21 days,pmjay_hbp_2022
MO026F,Docetaxel Docetaxel 75 mg/m2 D1 every 21 days,Oncology,PMJAY,9400,3,Docetaxel Docetaxel 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO026G,Gemcitabine + Paclitaxel Gemcitabine D1 2500 mg/m2 Paclitaxel 150 mg/m2 D1 ev...,Oncology,PMJAY,17100,3,Gemcitabine + Paclitaxel Gemcitabine D1 2500 mg/m2 Paclitaxel 150 mg/m2 D1 every 14 days,pmjay_hbp_2022
MO026H,Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days,Oncology,PMJAY,9900,3,Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days,pmjay_hbp_2022
MO026I,Methotrexate + Vinblastin + Doxorubicin + Cisplatin Methotrexate 30mg/m2 D1 V...,Oncology,PMJAY,8300,3,Methotrexate + Vinblastin + Doxorubicin + Cisplatin Methotrexate 30mg/m2 D1 Vinblastine 3 mg/m2 D2 Doxorubicin 30 mg/m2 D2 Cuisplatin 70 mg/m2 D2 every 14 days,pmjay_hbp_2022
MO026J,Paclitaxel + Carboplatin Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every ...,Oncology,PMJAY,16000,3,Paclitaxel + Carboplatin Paclitaxel 175mg/m2 D1 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO026K,Paclitaxel Paclitaxel 80 mg/m2 D1 every week,Oncology,PMJAY,7100,3,Paclitaxel Paclitaxel 80 mg/m2 D1 every week,pmjay_hbp_2022
MO027A,Cisplatin + Paclitaxel Paclitaxel Cisplatin 75 175 mg/m2 mg/m2 D1 D1 every 21...,Oncology,PMJAY,14700,3,Cisplatin + Paclitaxel Paclitaxel Cisplatin 75 175 mg/m2 mg/m2 D1 D1 every 21 days,pmjay_hbp_2022
MO027B,5 FU + Cisplatin 5 Cisplatin FU 1000mg/m2 75mg/m2 D1-D4 D1 every 4 weeks,Oncology,PMJAY,9000,3,5 FU + Cisplatin 5 Cisplatin FU 1000mg/m2 75mg/m2 D1-D4 D1 every 4 weeks,pmjay_hbp_2022
MO027C,Capecitabine Capecitabine mg/m2 PO twice 1000-1250 daily D1 - D14 every 21 days,Oncology,PMJAY,8100,3,Capecitabine Capecitabine mg/m2 PO twice 1000-1250 daily D1 - D14 every 21 days,pmjay_hbp_2022
MO027D,Paclitaxel + Carboplatin Paclitaxel Carboplatin 175mg/m2 AUC 5-6 D1 D1 every ...,Oncology,PMJAY,16000,3,Paclitaxel + Carboplatin Paclitaxel Carboplatin 175mg/m2 AUC 5-6 D1 D1 every 21 days,pmjay_hbp_2022
MO027E,Paclitaxel Paclitaxel 80 mg/m2 D1 every week,Oncology,PMJAY,6600,3,Paclitaxel Paclitaxel 80 mg/m2 D1 every week,pmjay_hbp_2022
MO027F,Paclitaxel Paclitaxel 175 mg/m2 D1 every 21 days,Oncology,PMJAY,13000,3,Paclitaxel Paclitaxel 175 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO027G,Paclitaxel + Carboplatin Paclitaxel Carboplatin 80 AUC mg/m2 2 D1 D1 every week,Oncology,PMJAY,8500,3,Paclitaxel + Carboplatin Paclitaxel Carboplatin 80 AUC mg/m2 2 D1 D1 every week,pmjay_hbp_2022
MO028A,Docetaxel Docetaxel 60 mg/m2 D1 every 14 days,Oncology,PMJAY,8800,3,Docetaxel Docetaxel 60 mg/m2 D1 every 14 days,pmjay_hbp_2022
MO028B,Docetaxel Docetaxel 75 mg/m2 D1 every 21 days,Oncology,PMJAY,9400,3,Docetaxel Docetaxel 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO028C,Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 eve...,Oncology,PMJAY,8500,3,Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO028D,LHRH Agonist Leuprolide 22,Oncology,PMJAY,16900,3,LHRH Agonist Leuprolide 22.5 ug every 3 months,pmjay_hbp_2022
MO028E,Mitoxantrone + Prednisolone Mitoxantrone 12mg/m2 every 3 weeks Prednsiolone 1...,Oncology,PMJAY,4700,3,Mitoxantrone + Prednisolone Mitoxantrone 12mg/m2 every 3 weeks Prednsiolone 10 mg daily,pmjay_hbp_2022
MO028F,Paclitaxel + Carboplatin Paclitaxel Carboplatin 80mg/m2 AUC 2 D1 D1 every week,Oncology,PMJAY,8500,3,Paclitaxel + Carboplatin Paclitaxel Carboplatin 80mg/m2 AUC 2 D1 D1 every week,pmjay_hbp_2022
MO028G,Paclitaxel + Carboplatin Paclitaxel Carboplatin 175mg/m2 AUC 5-6 D1 D1 every ...,Oncology,PMJAY,16000,3,Paclitaxel + Carboplatin Paclitaxel Carboplatin 175mg/m2 AUC 5-6 D1 D1 every 21 days,pmjay_hbp_2022
MO028H,Docetaxel Docetaxel 20mg/m2 D1 every week,Oncology,PMJAY,3600,3,Docetaxel Docetaxel 20mg/m2 D1 every week,pmjay_hbp_2022
MO028I,Abiraterone 1000 mg + Prednisolone 10mg daily Once every month,Oncology,PMJAY,14300,3,Abiraterone 1000 mg + Prednisolone 10mg daily Once every month,pmjay_hbp_2022
MO029A,Rituximab + Cyclophosphamide + Etoposide + Prednsiolone Rituximab 375mg/m2 Cy...,Oncology,PMJAY,28900,3,"Rituximab + Cyclophosphamide + Etoposide + Prednsiolone Rituximab 375mg/m2 Cyclophosphamide 750 mg/m2 Vincristine 1.4 mg/m2, on Day1 Etoposide 65mg/m2 Day 1 to 3 Prednisolone 100 mg Day 1-5 Total 6 cycles, repeat 21 days",pmjay_hbp_2022
MO029B,Rituximab + Cyclophosphamide + Doxorubicin + Prednsiolone Rituximab 375mg/m2 ...,Oncology,PMJAY,29700,3,"Rituximab + Cyclophosphamide + Doxorubicin + Prednsiolone Rituximab 375mg/m2 Cyclophosphamide 750 mg/m2 Doxorubicin 50mg/m2 Vincristine 1.4 mg/m2 on Day1 Prednisolone 100 mg Day 1-5 Total 6 cycles, repeat 21 days",pmjay_hbp_2022
MO030A,Rituxmab + Dexamethasone + High Dose Cytarabine + Cisplatin Rituximab 375mg/m...,Oncology,PMJAY,38400,1,Rituxmab + Dexamethasone + High Dose Cytarabine + Cisplatin Rituximab 375mg/m2 Day 1 Cytarabine 2g/m2 BD on day 2 Dexamethasone 40 mg Day 1 - 4 Cisplatin 75mg/m2 or Carboplatin AUC-5 on day 1 Cycle to be repeated every 21days,pmjay_hbp_2022
MO031A,GDP - R Rituximab 375mg/m2 Day 1 Gemcitabine 1000mg/m2 on day 1 and 8 Dexamet...,Oncology,PMJAY,38900,3,GDP - R Rituximab 375mg/m2 Day 1 Gemcitabine 1000mg/m2 on day 1 and 8 Dexamethasone 40 mg Day 1 - 4 Cisplatin 75mg/m2 on day 1 Cycle to be repeated every 21days Total- 6 cycles,pmjay_hbp_2022
MO031B,ICE - R Rituximab 375mg/m2 Ifosfamide 1,Oncology,PMJAY,35100,3,ICE - R Rituximab 375mg/m2 Ifosfamide 1.66g/m2 on day 1 - 3 Mesna 1.66g/m2 day 1 - 3 Carboplatin AUC 5 on day 1 Etoposide 100mg/m2 on day 1 - 3 Cycle every 21days for 6 cycles,pmjay_hbp_2022
MO032A,Etoposide + Prednsiolone + Vincristine + Cyclophosphamide + Doxorubicin Ritux...,Oncology,PMJAY,34900,3,Etoposide + Prednsiolone + Vincristine + Cyclophosphamide + Doxorubicin Rituximab 375mg/m2 Day 1 Etoposide 50mg/m2 VCR Doxorubicin 0.4mg/m2 10mg/m2 Day1 - 4 Cyclophosphamide 750mg/m2 on day 5 Prednisolone 100 mg day 1-5 Every 21 days Dose adjustment each cycle depending on nadir counts Total- 6 cycles,pmjay_hbp_2022
MO033A,"Codox - M - IVAC- cyclophosphamide, vincristine, doxorubicin, high-dose metho...",Oncology,PMJAY,38000,1,"Codox - M - IVAC- cyclophosphamide, vincristine, doxorubicin, high-dose methotrexate / ifosfamide, etoposide, high-dose cytarabine) GMALL (German multicenter acute lymphoblastic leukemia) Berlin- Frankfurt -Munster Hyper CVAD (cyclophosphamide, Vincristine, Adriamycin,Dexamethaso ne",pmjay_hbp_2022
MO034A,"Bendamustine + Rituximab Bendamustine 90mg/m2 on day 1, 2 Rituximab 375mg/m2 ...",Oncology,PMJAY,27500,3,"Bendamustine + Rituximab Bendamustine 90mg/m2 on day 1, 2 Rituximab 375mg/m2 on day 1 Repeat every 28 days, Total 6 cycles",pmjay_hbp_2022
MO034B,"Lenalidomide + Rituximab Rituximab 1 375mg/m2 Day Lenlidomide 25 mg D1-28, fo...",Oncology,PMJAY,24800,3,"Lenalidomide + Rituximab Rituximab 1 375mg/m2 Day Lenlidomide 25 mg D1-28, for 8 cycles",pmjay_hbp_2022
MO035A,Rituximab Rituximab 375mg/m2 per week for 6 weeks,Oncology,PMJAY,17600,3,Rituximab Rituximab 375mg/m2 per week for 6 weeks,pmjay_hbp_2022
MO035B,Rituximab + Cyclophosphamide + Vincristine + Prednisolone Rituximab 375 mg/m2...,Oncology,PMJAY,19300,3,Rituximab + Cyclophosphamide + Vincristine + Prednisolone Rituximab 375 mg/m2 Cyclophosphamide 750mg/m2 Vincristine 1.4mg/m2 Day 1 Prednisolone 100 mg Day 1 - 5 Repeat every 21days. Total 6 cycles,pmjay_hbp_2022
MO036A,Fludarabine + Cyclophosphamide Fludarabine 25mg/m2 D1- 3 Cyclophosphamide 250...,Oncology,PMJAY,20000,3,Fludarabine + Cyclophosphamide Fludarabine 25mg/m2 D1- 3 Cyclophosphamide 250 mg/m2 D1-3 every 28 days for 6 cycles,pmjay_hbp_2022
