code,name,specialty,schemes,cap_inr,length_of_stay_days,notes,source
SN020A,External Ventricular Drainage (EVD),Neurosurgery,PMJAY,42200,3,External Ventricular Drainage (EVD),pmjay_hbp_2022
SN021A,Ventricular Tap,Neurosurgery,PMJAY,18800,3,Ventricular Tap,pmjay_hbp_2022
SN022A,Ventriculo-Peritoneal Shunt Pressure (Low/Medium/High or Flow regulated valve),Neurosurgery,PMJAY,42200,3,Ventriculo-Peritoneal Shunt Pressure (Low/Medium/High or Flow regulated valve),pmjay_hbp_2022
SN022B,Ventriculo - pleural Shunt (Low/Medium/High Pressure or Flow regulated valve),Neurosurgery,PMJAY,42200,3,Ventriculo - pleural Shunt (Low/Medium/High Pressure or Flow regulated valve),pmjay_hbp_2022
SN022C,Ventriculo - atrial Shunt (Low/Medium/High Pressure or Flow regulated valve),Neurosurgery,PMJAY,42200,3,Ventriculo - atrial Shunt (Low/Medium/High Pressure or Flow regulated valve),pmjay_hbp_2022
SN022D,Theco - peritoneal Shunt (Low/Medium/High Pressure or Flow regulated valve),Neurosurgery,PMJAY,42200,3,Theco - peritoneal Shunt (Low/Medium/High Pressure or Flow regulated valve),pmjay_hbp_2022
SN023A,Aneurysm Clipping including DSA or CTA,Neurosurgery,PMJAY,86000,3,Aneurysm Clipping including DSA or CTA,pmjay_hbp_2022
SN024A,Superficial Temporal Artery (STA),Neurosurgery,PMJAY,84400,3,Superficial Temporal Artery (STA): middle cerebral artery (MCA) or (other EC - IC) Bypass procedure,pmjay_hbp_2022
SN025A,Craniotmy and excision of arteriovenous malformation,Neurosurgery,PMJAY,86000,3,Craniotmy and excision of arteriovenous malformation,pmjay_hbp_2022
SN025B,Laminectomy/Laminotomy and excision of Intraspinal arteriovenous malformation,Neurosurgery,PMJAY,86000,3,Laminectomy/Laminotomy and excision of Intraspinal arteriovenous malformation,pmjay_hbp_2022
SN025C,Excision of scalp arteriovenous malformation,Neurosurgery,PMJAY,43000,3,Excision of scalp arteriovenous malformation,pmjay_hbp_2022
SN026A,Foramen magnum decompression for Chiari malormation with or without duraplast...,Neurosurgery,PMJAY,93800,3,Foramen magnum decompression for Chiari malormation with or without duraplasty or tonsillar resection.,pmjay_hbp_2022
SN027A,Skull Traction,Neurosurgery,PMJAY,12500,3,Skull Traction,pmjay_hbp_2022
SN028A,Posterior cervical laminoforaminotomy and discectomy,Neurosurgery,PMJAY,42200,3,Posterior cervical laminoforaminotomy and discectomy,pmjay_hbp_2022
SN029A,Posterior cervical fusion using lateral mass or pedicle screws and rods,Neurosurgery,PMJAY,65700,3,Posterior cervical fusion using lateral mass or pedicle screws and rods,pmjay_hbp_2022
SN030A,Anterior discectomy cervical without fusion,Neurosurgery,PMJAY,62500,3,Anterior discectomy cervical without fusion,pmjay_hbp_2022
SN031A,Excision of Cervical Ribs,Neurosurgery,PMJAY,28750,3,Excision of Cervical Ribs,pmjay_hbp_2022
SN032A,Cervical/Thoracic/ Lumbar corpectomy with fusion for Tumor/Infection/Trauma,Orthopaedic,PMJAY,93800,3,Cervical/Thoracic/ Lumbar corpectomy with fusion for Tumor/Infection/Trauma,pmjay_hbp_2022
SN033A,Microscopic/Endoscopic Lumbar Discectomy (One level),Neurosurgery,PMJAY,42200,3,Microscopic/Endoscopic Lumbar Discectomy (One level),pmjay_hbp_2022
SN034A,Laminectomy without fusion for lumbar or cervical canal stenosis,Orthopaedic,PMJAY,62500,3,Laminectomy without fusion for lumbar or cervical canal stenosis,pmjay_hbp_2022
SN034B,Laminectomy with fusion and fixation for lumbar/cervical/thoracic canal steno...,Orthopaedic,PMJAY,68000,3,Laminectomy with fusion and fixation for lumbar/cervical/thoracic canal stenosis or for tumor / trauma/Bleed(Cost of implants to be extra),pmjay_hbp_2022
SN035A,Peripheral Neurectomy,Neurosurgery,PMJAY,25000,3,Peripheral Neurectomy,pmjay_hbp_2022
SN035B,Trigeminal Nerve Neurectomy,Neurosurgery,PMJAY,31100,3,Trigeminal Nerve Neurectomy,pmjay_hbp_2022
SN036A,Anterior Cervical Discectomy (Cost of implants with fusion to be extra),Neurosurgery,PMJAY,62500,3,Anterior Cervical Discectomy (Cost of implants with fusion to be extra),pmjay_hbp_2022
SN039A,Intraspinal hematoma Extradural evacuation,Neurosurgery,PMJAY,42200,3,Intraspinal hematoma Extradural evacuation,pmjay_hbp_2022
SN041A,Excision of extradural spinal tumor,Neurosurgery,PMJAY,54000,3,Excision of extradural spinal tumor,pmjay_hbp_2022
SN041B,Excision of extradural spinal tumor with fusion and fixation (Cost of implant...,Neurosurgery,PMJAY,54000,3,Excision of extradural spinal tumor with fusion and fixation (Cost of implants to be extra),pmjay_hbp_2022
SN042A,Excision of Intradural extramedullary tumor,Neurosurgery,PMJAY,62500,3,Excision of Intradural extramedullary tumor,pmjay_hbp_2022
SN042B,Excision of Intradural extramedullary tumor with fusion and ficxation (Cost o...,Neurosurgery,PMJAY,68000,3,Excision of Intradural extramedullary tumor with fusion and ficxation (Cost of implants to be extra),pmjay_hbp_2022
SN043A,Excision of Intramedullary tumor of spine,Neurosurgery,PMJAY,64500,3,Excision of Intramedullary tumor of spine,pmjay_hbp_2022
SN043B,Excision of Intramedullary tumor with fusion and ficxation (Cost of implants ...,Neurosurgery,PMJAY,64500,3,Excision of Intramedullary tumor with fusion and ficxation (Cost of implants to be extra),pmjay_hbp_2022
SN044A,R: F,Neurosurgery,PMJAY,25000,3,R. F. Lesioning for Trigeminal Neuralgia,pmjay_hbp_2022
SN045A,Brachial Plexus repair,Neurosurgery,PMJAY,45800,3,Brachial Plexus repair,pmjay_hbp_2022
SN046A,Carpal tunnel release,Orthopaedic,PMJAY,18800,3,Carpal tunnel release,pmjay_hbp_2022
SN047A,Peripheral repair/Neurolysis nerve,Neurosurgery,PMJAY,21400,3,Peripheral repair/Neurolysis nerve,pmjay_hbp_2022
SN048A,Cranial nerve re- anastomosis/Repair (Facial/),Neurosurgery,PMJAY,31300,3,Cranial nerve re- anastomosis/Repair (Facial/),pmjay_hbp_2022
SN049B,Peripheral excision and nerve repair tumor,Neurosurgery,PMJAY,42200,3,Peripheral excision and nerve repair tumor,pmjay_hbp_2022
SN050A,Nerve Hansen's Biopsy excluding,Neurosurgery,PMJAY,9400,1,Nerve Hansen's Biopsy excluding,pmjay_hbp_2022
SN051A,Muscle Biopsy,Neurosurgery,PMJAY,9400,1,Muscle Biopsy,pmjay_hbp_2022
SN054A,Gamma Knife Radiosurgery for tumors/AVMs/ Trigeminal Neuralgia,Neurosurgery,PMJAY,93800,3,Gamma Knife Radiosurgery for tumors/AVMs/ Trigeminal Neuralgia,pmjay_hbp_2022
SN057A,Endoscopic ventriculostomy Third,Neurosurgery,PMJAY,45800,3,Endoscopic ventriculostomy Third,pmjay_hbp_2022
SN059A,Radiofrequency for sacroilitis lesioning,Neurosurgery,PMJAY,10200,3,Radiofrequency for sacroilitis lesioning,pmjay_hbp_2022
SN059B,Radiofrequency for chronic back lesioning pain,Neurosurgery,PMJAY,10200,3,Radiofrequency for chronic back lesioning pain,pmjay_hbp_2022
SN060A,Discectomy - Dorsal,Neurosurgery,PMJAY,42200,3,Discectomy - Dorsal,pmjay_hbp_2022
SN061A,Diagnostic Cerebral / Spinal Angiography (DSA - Digital Substraction Angiogra...,Neurosurgery,PMJAY,20800,1,Diagnostic Cerebral / Spinal Angiography (DSA - Digital Substraction Angiography),pmjay_hbp_2022
SN062A,Reexploration for Cranial / Spinal surgeries,Neurosurgery,PMJAY,31300,3,Reexploration for Cranial / Spinal surgeries,pmjay_hbp_2022
SN063A,Conservatively spinal injury with managed ventilator,Neurosurgery,PMJAY,0,3,Conservatively spinal injury with managed ventilator,pmjay_hbp_2022
SN063C,Conservatively Severe Head injury managed,Neurosurgery,PMJAY,0,3,Conservatively Severe Head injury managed,pmjay_hbp_2022
SN064A,AVM EMBOLISATION/THROM BECTOMY,Neurosurgery,PMJAY,218800,3,AVM EMBOLISATION/THROM BECTOMY,pmjay_hbp_2022
SN065A,Ventricular tapping with Omayya reservoir/external ventricular drain,Neurosurgery,PMJAY,25000,3,Ventricular tapping with Omayya reservoir/external ventricular drain,pmjay_hbp_2022
SN066A,Craniectomy/ DECRA for head stroke/cerebral injury/acute venous thrombosis,Neurosurgery,PMJAY,93800,3,Craniectomy/ DECRA for head stroke/cerebral injury/acute venous thrombosis,pmjay_hbp_2022
SB068A,Nerve root block,Orthopaedic,PMJAY,3000,3,Nerve root block,pmjay_hbp_2022
SL029A,Endoscopic CSF Rhinorrhea Repair,Oncology,PMJAY,32500,3,Endoscopic CSF Rhinorrhea Repair,pmjay_hbp_2022
SL029B,Optic nerve decompression,Oncology,PMJAY,31900,3,Optic nerve decompression,pmjay_hbp_2022
SL029C,Orbital decompression,Oncology,PMJAY,31900,3,Orbital decompression,pmjay_hbp_2022
SL029D,Craniofacial resection,Oncology,PMJAY,31900,3,Craniofacial resection,pmjay_hbp_2022
SL029E,Maxillary swing,Oncology,PMJAY,31900,3,Maxillary swing,pmjay_hbp_2022
ST001A,Severe,Orthopaedic,PMJAY,0,3,Severe,pmjay_hbp_2022
ST001B,Depressed Fracture,Orthopaedic,PMJAY,0,3,Depressed Fracture,pmjay_hbp_2022
ST002A,Head injury with repair of Facio-Maxillary fixations (including Injury & impl...,Orthopaedic,PMJAY,38800,3,Head injury with repair of Facio-Maxillary fixations (including Injury & implants),pmjay_hbp_2022
ST003A,Subdural hematoma along with fixation of fracture of single long bone,Orthopaedic,PMJAY,75000,3,Subdural hematoma along with fixation of fracture of single long bone,pmjay_hbp_2022
ST003B,Extradural hematoma along with fixation of fracture of single long bone,Orthopaedic,PMJAY,75000,3,Extradural hematoma along with fixation of fracture of single long bone,pmjay_hbp_2022
ST003C,Subdural hematoma along with fixation of fracture of 2 or more long bone,Orthopaedic,PMJAY,93800,3,Subdural hematoma along with fixation of fracture of 2 or more long bone.,pmjay_hbp_2022
ST003D,Extradural hematoma along with fixation of fracture of 2 or more long bone,Orthopaedic,PMJAY,93800,3,Extradural hematoma along with fixation of fracture of 2 or more long bone.,pmjay_hbp_2022
ST004A,Management of Chest injury with fixation of Single Long bone,Orthopaedic,PMJAY,30000,3,Management of Chest injury with fixation of Single Long bone,pmjay_hbp_2022
ST004B,Management of Chest injury with fixation of 2 or more Long bones,Orthopaedic,PMJAY,45000,3,Management of Chest injury with fixation of 2 or more Long bones,pmjay_hbp_2022
ST005A,Surgical intervention for Visceral of fracture injury of single and fixation ...,Orthopaedic,PMJAY,37500,3,Surgical intervention for Visceral of fracture injury of single and fixation long bone,pmjay_hbp_2022
ST005B,Surgical intervention for Visceral of fracture injury of 2 and or more fixati...,Orthopaedic,PMJAY,56300,3,Surgical intervention for Visceral of fracture injury of 2 and or more fixation long bones,pmjay_hbp_2022
ST006A,Internal fixation of Pelviacetabular fracture,Orthopaedic,PMJAY,40000,3,Internal fixation of Pelviacetabular fracture,pmjay_hbp_2022
ST007A,Internal fixation with Flap cover Surgery for wound in compound fracture,Orthopaedic,PMJAY,40000,3,Internal fixation with Flap cover Surgery for wound in compound fracture,pmjay_hbp_2022
ST008A,Emergency tendons repair ± Peripheral Nerve repair,Orthopaedic,PMJAY,37500,3,Emergency tendons repair ± Peripheral Nerve repair,pmjay_hbp_2022
ST009A,Nerve and/or tendon injury,Orthopaedic,PMJAY,0,3,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve repair. C. Tendon repair,pmjay_hbp_2022
ST009B,Nerve and/or tendon injury,Orthopaedic,PMJAY,0,3,Nerve and/or tendon injury. A. Wound exploration and closure. B. Nerve graft. C. Tendon graft/transfer,pmjay_hbp_2022
ST009C,Tendon injury repair,Orthopaedic,PMJAY,50000,3,Tendon injury repair,pmjay_hbp_2022
ST009D,Tendon graft repair,Orthopaedic,PMJAY,50000,3,Tendon graft repair,pmjay_hbp_2022
ST009E,Tendon Transfer,Orthopaedic,PMJAY,20000,3,Tendon Transfer,pmjay_hbp_2022
ST010A,Nerve and/or tendon injury,Orthopaedic,PMJAY,0,3,Nerve and/or tendon injury. A. Wound exploration Nerve repair. and C. closure. Tendon B. repair D. Vascular repair/graft,pmjay_hbp_2022
ST010B,Plexus injury along with Vascular injury graft,Orthopaedic,PMJAY,75000,3,Plexus injury along with Vascular injury graft,pmjay_hbp_2022
SO002A,Laparotomy and proceed for Omentomy Ovarian with Cancers,Oncology,PMJAY,38000,3,Laparotomy and proceed for Omentomy Ovarian with Cancers. Bilateral Salpingo-oophorectomy,pmjay_hbp_2022
SO003A,Laparoscopic tubal surgeries (for any indication including ectopic pregnancy),Oncology,PMJAY,13900,3,Laparoscopic tubal surgeries (for any indication including ectopic pregnancy),pmjay_hbp_2022
SO004A,Procedure on Fallopian Tube for establishing Tubal Patency,Oncology,PMJAY,11600,3,Procedure on Fallopian Tube for establishing Tubal Patency,pmjay_hbp_2022
SO006A,Abdominal Myomectomy,Gynaecology,PMJAY,25000,3,Abdominal Myomectomy,pmjay_hbp_2022
SO007A,Hysteroscopic Myomectomy,Gynaecology,PMJAY,12000,3,Hysteroscopic Myomectomy,pmjay_hbp_2022
SO009A,Hysteroscopic polypectomy,Gynaecology,PMJAY,10500,3,Hysteroscopic polypectomy,pmjay_hbp_2022
SO010A,Abdominal Hysterectomy,Gynaecology,PMJAY,20000,3,Abdominal Hysterectomy,pmjay_hbp_2022
SO010B,Abdominal + Salpingo-oophorectomy Hysterectomy,Gynaecology,PMJAY,20000,3,Abdominal + Salpingo-oophorectomy Hysterectomy,pmjay_hbp_2022
SO010C,Non hysterectomy descent vaginal,Gynaecology,PMJAY,20000,3,Non hysterectomy descent vaginal,pmjay_hbp_2022
SO010D,Vaginal hysterectomy with anterior and posterior colpoperineorrhaphy,Gynaecology,PMJAY,20000,3,Vaginal hysterectomy with anterior and posterior colpoperineorrhaphy,pmjay_hbp_2022
SO010E,Laparoscopic hysterectomy (TLH),Gynaecology,PMJAY,20000,3,Laparoscopic hysterectomy (TLH),pmjay_hbp_2022
SO010F,Laparoscopically assisted vaginal hysterectomy (LAVH),Gynaecology,PMJAY,20000,3,Laparoscopically assisted vaginal hysterectomy (LAVH),pmjay_hbp_2022
SO011A,Caesarean hysterectomy,Gynaecology,PMJAY,20000,3,Caesarean hysterectomy,pmjay_hbp_2022
SO012A,Manchester Repair,Gynaecology,PMJAY,20000,3,Manchester Repair,pmjay_hbp_2022
SO013A,Surgeries Sling Surgeries for Prolapse -,Gynaecology,PMJAY,31300,3,Surgeries Sling Surgeries for Prolapse -,pmjay_hbp_2022
SO014A,Hysterotomy,Gynaecology,PMJAY,6400,3,Hysterotomy,pmjay_hbp_2022
SO015A,Lap: Surgery for Endometriosis (Other than Hysterectomy),Gynaecology,PMJAY,17400,3,Lap. Surgery for Endometriosis (Other than Hysterectomy),pmjay_hbp_2022
SO016A,With biopsy,Gynaecology,PMJAY,8000,1,With biopsy,pmjay_hbp_2022
SO016B,Without biopsy,Gynaecology,PMJAY,8000,1,Without biopsy,pmjay_hbp_2022
SO017A,Hysteroscopic removal IUCD,Gynaecology,PMJAY,5000,3,Hysteroscopic removal IUCD,pmjay_hbp_2022
SO018A,D&C (Dilatation&curretage),Gynaecology,PMJAY,5000,3,D&C (Dilatation&curretage),pmjay_hbp_2022
SO019A,Dilation (D&E) and Evacuation,Gynaecology,PMJAY,5000,3,Dilation (D&E) and Evacuation,pmjay_hbp_2022
SO020A,Pyometra drainage,Gynaecology,PMJAY,5000,3,Pyometra drainage,pmjay_hbp_2022
SO021A,Intrauterine transfusions,Gynaecology,PMJAY,10000,3,Intrauterine transfusions,pmjay_hbp_2022
SO022A,Hysteroscopic adhesiolysis,Gynaecology,PMJAY,8000,3,Hysteroscopic adhesiolysis,pmjay_hbp_2022
SO023A,Laparoscopic adhesiolysis,Gynaecology,PMJAY,9800,3,Laparoscopic adhesiolysis,pmjay_hbp_2022
SO024A,Trans-vaginal tape (tape cost additional=30-35000),Gynaecology,PMJAY,8000,3,Trans-vaginal tape (tape cost additional=30-35000),pmjay_hbp_2022
SO024B,Trans-obturator tape (tape cost additional=30-35000),Gynaecology,PMJAY,8000,3,Trans-obturator tape (tape cost additional=30-35000),pmjay_hbp_2022
SO025A,Open- Sacrocolpopexy (Abdominal),Gynaecology,PMJAY,20000,3,Open- Sacrocolpopexy (Abdominal),pmjay_hbp_2022
SO025B,Sacrocolpopexy (Abdominal)- Lap,Gynaecology,PMJAY,20000,3,Sacrocolpopexy (Abdominal)- Lap.,pmjay_hbp_2022
SO026A,LLETZ (including PAP smear and colposcopy),Gynaecology,PMJAY,7000,3,LLETZ (including PAP smear and colposcopy),pmjay_hbp_2022
SO027A,Vaginal fixation with Sacrospinus repair,Gynaecology,PMJAY,16900,3,Vaginal fixation with Sacrospinus repair,pmjay_hbp_2022
SO028A,Excision Septum (vaginal of Vaginal route),Gynaecology,PMJAY,24700,3,Excision Septum (vaginal of Vaginal route),pmjay_hbp_2022
SO029A,Hymenectomy imperforate hymen for,Gynaecology,PMJAY,3400,3,Hymenectomy imperforate hymen for,pmjay_hbp_2022
SO030A,Anterior Colpoperineorrhapy & Posterior,Gynaecology,PMJAY,11300,3,Anterior Colpoperineorrhapy & Posterior,pmjay_hbp_2022
SO031A,Vaginoplasty procedure) (McIndoe,Gynaecology,PMJAY,20000,3,Vaginoplasty procedure) (McIndoe,pmjay_hbp_2022
SO032A,Vaginal repair for vesico- vaginal fistula (Open),Gynaecology,PMJAY,40000,3,Vaginal repair for vesico- vaginal fistula (Open),pmjay_hbp_2022
SO033A,Rectovaginal fistula repair,Gynaecology,PMJAY,25000,3,Rectovaginal fistula repair,pmjay_hbp_2022
SO034A,Vulval drainage Hematoma,Gynaecology,PMJAY,3400,3,Vulval drainage Hematoma,pmjay_hbp_2022
SO035A,Vulvectomy simple,Gynaecology,PMJAY,20000,3,Vulvectomy simple,pmjay_hbp_2022
SO036A,Radical Vulvectomy with Inguinal and Pelvic lymph node disection,Gynaecology,PMJAY,50000,3,Radical Vulvectomy with Inguinal and Pelvic lymph node disection,pmjay_hbp_2022
SO037A,Abdomino Perineal repair for Mullerian Anomaly,Gynaecology,PMJAY,34700,3,Abdomino Perineal repair for Mullerian Anomaly,pmjay_hbp_2022
SO038A,Colpotomy,Gynaecology,PMJAY,4900,3,Colpotomy,pmjay_hbp_2022
SO039A,Diagnostic laparoscopy,Gynaecology,PMJAY,12000,3,Diagnostic laparoscopy,pmjay_hbp_2022
SO040A,Open- Laparotomy for ectopic/ benign disorders,Gynaecology,PMJAY,20000,3,Open- Laparotomy for ectopic/ benign disorders,pmjay_hbp_2022
SO040B,PID,Gynaecology,PMJAY,20000,3,PID,pmjay_hbp_2022
SO041A,Lap,Gynaecology,PMJAY,20000,3,Lap,pmjay_hbp_2022
SO042A,Cystocele - Anterior repair,Gynaecology,PMJAY,8000,3,Cystocele - Anterior repair,pmjay_hbp_2022
SO043A,Abdominal,Gynaecology,PMJAY,25000,3,Abdominal,pmjay_hbp_2022
SO043B,Laparoscopic -Burch,Gynaecology,PMJAY,25000,3,Laparoscopic -Burch,pmjay_hbp_2022
SO044A,Electro Cryo Surgery Cauterisation /,Gynaecology,PMJAY,5700,3,Electro Cryo Surgery Cauterisation /,pmjay_hbp_2022
SO045A,EUA for (minor girls / unmarried inactive / victims sexually of sexual abuse),Gynaecology,PMJAY,2700,3,EUA for (minor girls / unmarried inactive / victims sexually of sexual abuse),pmjay_hbp_2022
SO046A,Hospitalisation for Antenatal Complications,Gynaecology,PMJAY,2100,3,Hospitalisation for Antenatal Complications,pmjay_hbp_2022
SO047A,Amniocentesis,Gynaecology,PMJAY,5000,3,Amniocentesis,pmjay_hbp_2022
SO048A,Chorionic villus sampling,Gynaecology,PMJAY,5000,3,Chorionic villus sampling,pmjay_hbp_2022
SO049A,Cordocentesis,Gynaecology,PMJAY,10000,3,Cordocentesis,pmjay_hbp_2022
SO050A,McDonald's stitch,Gynaecology,PMJAY,8000,3,McDonald's stitch,pmjay_hbp_2022
SO051A,Shirodkar's stitch,Gynaecology,PMJAY,4500,3,Shirodkar's stitch,pmjay_hbp_2022
SO052A,Medical ectopic pregnancy management of,Gynaecology,PMJAY,2100,3,Medical ectopic pregnancy management of,pmjay_hbp_2022
SO053A,MTP upto 8 weeks,Gynaecology,PMJAY,5000,3,MTP upto 8 weeks,pmjay_hbp_2022
SO053B,MTP 8 to 12 weeks,Gynaecology,PMJAY,7000,3,MTP 8 to 12 weeks,pmjay_hbp_2022
SO053C,MTP > 12 weeks,Gynaecology,PMJAY,7000,3,MTP > 12 weeks,pmjay_hbp_2022
SO054B,Mothers with eclampsia / imminent eclampsia / severe pre-eclampsia,Gynaecology,PMJAY,15000,3,Mothers with eclampsia / imminent eclampsia / severe pre-eclampsia,pmjay_hbp_2022
SO054C,Major Fetal malformation requiring intervention immediately after birth,Gynaecology,PMJAY,15000,3,Major Fetal malformation requiring intervention immediately after birth,pmjay_hbp_2022
SO054D,Mothers anaemia with (<7 g/dL) severe,Gynaecology,PMJAY,10000,3,Mothers anaemia with (<7 g/dL) severe,pmjay_hbp_2022
SO054E,Other maternal and fetal conditions as per guidelines-eg previous caesarean s...,Gynaecology,PMJAY,10000,3,"Other maternal and fetal conditions as per guidelines-eg previous caesarean section, diabetes, severe growth retardation, etc that qualify for high risk delivery.",pmjay_hbp_2022
SO055A,Manual placenta removal of,Gynaecology,PMJAY,8500,3,Manual placenta removal of,pmjay_hbp_2022
SO056A,Secondary episiotomy suturing of,Gynaecology,PMJAY,3000,3,Secondary episiotomy suturing of,pmjay_hbp_2022
SO057A,Caesarean Delivery,Gynaecology,PMJAY,12000,3,Caesarean Delivery,pmjay_hbp_2022
SO059A,Vulvo vaginal/ bartholin cyst/ abscess enucleation,Gynaecology,PMJAY,7000,3,Vulvo vaginal/ bartholin cyst/ abscess enucleation,pmjay_hbp_2022
SO059B,Vulvo vaginal/ bartholin cyst/ abscess drainage,Gynaecology,PMJAY,7000,3,Vulvo vaginal/ bartholin cyst/ abscess drainage,pmjay_hbp_2022
SO060A,Hysterrectomy + salpingo opherectomy omentectomy + + BPLND- Open,Gynaecology,PMJAY,50000,3,Hysterrectomy + salpingo opherectomy omentectomy + + BPLND- Open,pmjay_hbp_2022
SO061A,Vaginal Myomectomy,Gynaecology,PMJAY,15000,3,Vaginal Myomectomy,pmjay_hbp_2022
SO062A,Cystectomy - Open,Gynaecology,PMJAY,20000,3,Cystectomy - Open,pmjay_hbp_2022
SO063A,lap,Gynaecology,PMJAY,20000,3,lap,pmjay_hbp_2022
SO064A,Sterilisation- Open,Gynaecology,PMJAY,7000,3,Sterilisation- Open,pmjay_hbp_2022
SO064B,Sterilisation- Lap,Gynaecology,PMJAY,10000,3,Sterilisation- Lap,pmjay_hbp_2022
SO065A,Reversal of Sterilisation/ Tuboplasty (lap/ open),Gynaecology,PMJAY,25000,3,Reversal of Sterilisation/ Tuboplasty (lap/ open),pmjay_hbp_2022
SO066A,Diagnostic Hystero - Laparoscopy with/ without Chromopertubation,Gynaecology,PMJAY,15000,3,Diagnostic Hystero - Laparoscopy with/ without Chromopertubation,pmjay_hbp_2022
SO067A,Laparotomy for Broad Ligament (including Hematoma internal iliac ligation),Gynaecology,PMJAY,35000,3,Laparotomy for Broad Ligament (including Hematoma internal iliac ligation),pmjay_hbp_2022
SO068A,Complete Perineal Tear,Gynaecology,PMJAY,25000,3,Complete Perineal Tear,pmjay_hbp_2022
SO069A,Molar follow up for chemotherapy,Gynaecology,PMJAY,6000,3,Molar follow up for chemotherapy,pmjay_hbp_2022
SO070A,Resuturing of wounds,Gynaecology,PMJAY,5000,3,Resuturing of wounds,pmjay_hbp_2022
SO071A,Post coital / Injury Repair,Gynaecology,PMJAY,7000,3,Post coital / Injury Repair,pmjay_hbp_2022
SO072A,Cone biopsy,Gynaecology,PMJAY,7000,1,Cone biopsy,pmjay_hbp_2022
SO073A,"Biopsy- Cervical, Endometrial EA/ ECC",Gynaecology,PMJAY,5000,1,"Biopsy- Cervical, Endometrial EA/ ECC; Vulvar; Polypectomy",pmjay_hbp_2022
SO075A,Operative vaginal delivery (Vacuum/ forceps),Gynaecology,PMJAY,10000,3,Operative vaginal delivery (Vacuum/ forceps),pmjay_hbp_2022
SO076A,Surgical management of PPH after vaginal delivery,Gynaecology,PMJAY,15000,3,Surgical management of PPH after vaginal delivery,pmjay_hbp_2022
SC030A,Salpingoophorectomy- Open,Gynaecology,PMJAY,25000,3,Salpingoophorectomy- Open,pmjay_hbp_2022
SC030B,Salpingoophorectomy Lap,Gynaecology,PMJAY,25000,3,Salpingoophorectomy Lap. -,pmjay_hbp_2022
SC032A,Class I radical hysterectomy salpingoophorectomy + bilateral + BPLND - Lap,Oncology,PMJAY,53600,3,Class I radical hysterectomy salpingoophorectomy + bilateral + BPLND - Lap.,pmjay_hbp_2022
SC032B,Class I radical hysterectomy salpingoophorectomy + bilateral + BPLND - Open,Oncology,PMJAY,53600,3,Class I radical hysterectomy salpingoophorectomy + bilateral + BPLND - Open,pmjay_hbp_2022
SC032C,Class I radical Hysterectomy salpingoophorectomy +/- bilateral - Lap,Oncology,PMJAY,38500,3,Class I radical Hysterectomy salpingoophorectomy +/- bilateral - Lap.,pmjay_hbp_2022
SC032D,Class I radical Hysterectomy salpingoophorectomy +/- bilateral - Open,Oncology,PMJAY,38500,3,Class I radical Hysterectomy salpingoophorectomy +/- bilateral - Open,pmjay_hbp_2022
SC032E,Class hysterctomy II radical + BPLND,Oncology,PMJAY,53600,3,Class hysterctomy II radical + BPLND,pmjay_hbp_2022
SC032F,Class hysterctomy III radical + BPLND,Oncology,PMJAY,53600,3,Class hysterctomy III radical + BPLND,pmjay_hbp_2022
SC032G,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy an...,Oncology,PMJAY,88100,3,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy and organ resections,pmjay_hbp_2022
SC034A,Vulvectomy + reconstruction procedures,Oncology,PMJAY,72500,3,Vulvectomy + reconstruction procedures,pmjay_hbp_2022
SG036A,Closure of Burst Abdomen,Gynaecology,PMJAY,15000,3,Closure of Burst Abdomen,pmjay_hbp_2022
SG096A,Lymph Node,Gynaecology,PMJAY,5000,3,Lymph Node,pmjay_hbp_2022
SG096B,Endometrial Aspiration,Gynaecology,PMJAY,2700,3,Endometrial Aspiration,pmjay_hbp_2022
SG096C,Cervix (PAP + Cancer Colposcopy) screening,Gynaecology,PMJAY,2500,1,Cervix (PAP + Cancer Colposcopy) screening,pmjay_hbp_2022
SG096E,Vulval,Gynaecology,PMJAY,2500,3,Vulval,pmjay_hbp_2022
SU029A,Uretero - vaginal fistula repair - Open,Gynaecology,PMJAY,32900,3,Uretero - vaginal fistula repair - Open,pmjay_hbp_2022
SU029B,Uretero - Uterine fistula repair - Open,Gynaecology,PMJAY,32900,3,Uretero - Uterine fistula repair - Open,pmjay_hbp_2022
SU029C,Uretero - vaginal fistula repair - Laparoscopic,Gynaecology,PMJAY,32900,3,Uretero - vaginal fistula repair - Laparoscopic,pmjay_hbp_2022
SU029D,Uretero - Uterine fistula repair - Laparoscopic,Gynaecology,PMJAY,32900,3,Uretero - Uterine fistula repair - Laparoscopic,pmjay_hbp_2022
SU075A,Urethrovaginal fistula repair,Gynaecology,PMJAY,50000,3,Urethrovaginal fistula repair,pmjay_hbp_2022
SU090A,Radical Retroperitoneal lymph node dissection- Open,Oncology,PMJAY,49800,3,Radical Retroperitoneal lymph node dissection- Open,pmjay_hbp_2022
SU090B,Radical Retroperitoneal lymph node dissection - Lap,Oncology,PMJAY,50700,3,Radical Retroperitoneal lymph node dissection - Lap.,pmjay_hbp_2022
SP001A,Pressure Sore – Surgery,Plastic,PMJAY,42200,3,Pressure Sore – Surgery,pmjay_hbp_2022
